Category,Title,Ingredients,Steps,Loves,URL
ikan,Gurame tahu tauco,1 ekor gurame--1 buah tahu kotak--1 buah jeruk nipis--1 buah bawang bombay--3 siung bawang putih--1 jari jahe--3 buah cabe hijau besar buang biji--2 buah cabe merah besar--5 sdm tauco--Kecap asin--Kecap manis--Saos tiram--Minyak wijen--1 sdt Angciu--,Balurin gurame dgn jeruk nipis goreng--Goreng tahu kotak 2--Tumis bawang 2 ngan masukkan tauco--Masukkan kecap dll--Tambahkan sedikit air--Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,/id/resep/4472819-gurame-tahu-tauco
ikan,Ikan Patin,"5 potong Ikan patin--1 buah Jeruk nipis--1 buah Tomat uk. sedang--3 buah Cabai hijau keriting (boleh lebih)--2 buah Cabai rawit/ cengek (boleh lebih)--1 batang serai (geprek)--1/2 ruas Lengkuas (geprek)--Bumbu-bumbu dihaluskan--8 siung Bawang merah--2 siung Bawang putih--5 buah Kemiri--1 sdt Kunyit bubuk--1 buah Cabai merah besar--Nb: Jika hoby pedas, tambahkan cabai sesuai selera masing-masing 😊--","Cuci bersih dan lumuri ikan dengan garam, perasan jeruk nipis selama 15 menit.--Potong dan iris-iris tomat, cabai merah kecil, cabai rawit hijau dan lengkuas (geprek).--Haluskan bumbu - bumbu seperti bawang merah, bawang putih, kemiri, kunyit, cabai merah besar.--Tumis bumbu-bumbu halus serta cabai, serai, lengkuas dan tomat.--Kemudian masukkan ikan patin. Aduk-aduk rata dan masukkan air 250 ml. Aduk2 tercampur smw dan diamkan hingga air menyusut (bumbu-bumbu meresap). Masukkan garam, test rasa.--Angkat dan Sajikan...😄--",4,/id/resep/4467693-ikan-patin
ikan,2. Gulai Ikan Kakap Merah khas Padang,"2 ekor Ikan Kakap merah ukuran agak besar, potong 2--1/2 papan Tempe--Bumbu Halus :--10 siung Bawang merah--5 siung Bawang putih--4 cm Jahe--4 cm Kunyit--Bahan tambahan :--2 sdm Cabe giling halus--2 lbr Daun kunyit--8 lbr Daun jeruk--2 btg Sereh--4 lbr Daun salam--4 bh Asam kandis--Daun ruku ruku segenggam (bisa diganti daun kemangi)--15 butir Rawit merah--200 ml Santan kara--500 ml Air--","Tumis bumbu halus, cabe giling halus, daun kunyit, daun jeruk, daun salam, sereh dan asam kandis.--Masukkan santan cair (santan kara sebagian besar cairkan dengan air 500 ml sisanya di masukkan terakhir), daun ruku ruku dan cabe rawit.--Masukkan ikan, tempe, tunggu hingga mendidih kurang lebih 15 menit dengan api kecil.--Masukkan sisa santan kara yang masih kental, aduk2 sampai mendidih kembali.--Matikan api dan siap di sajikan.--",5,/id/resep/4472347-2-gulai-ikan-kakap-merah-khas-padang
ikan,Gurame crispy asam manis ala amih fatih,Bumbu ikan :--1 ekor ikan gurame fillet--1 buah jeruk nipis--1 sdt lada bubuk--1/2 sdt garam--1 siung bawang putih--1 pack tepung serbaguna pedas--1 buah telur kocok lepas--Saus :--1 buah bawang bombay iris--1 buah bawang putih iris--1 buah wortel potong sesuai selera--1 sdm saus tiram--5 sdm saus tomat--6 sdm saus sambal--secukupnya Gula--secukupnya Garam--secukupnya Lada--secukupnya Air--,"Cuci bersih ikan gurame filletnya--Campurkan sampai merata ikan dengan perasan jeruk nipis, bawang putih, garam, lada--Diamkan 15-20 menit--Siapkan mangkok berisi telur yg sudah di kocok--Siapkan tepung serbaguna--Bila ikan sudah meresap, ambil ikan tersebut celupkan ke dalam telur lalu baluri dengan tepung serbaguna.--Panaskan minyak untuk menggoreng. Masukan ikan yg sudah dilumuri tepung, goreng dengan api sedang sampai warna berubah kecoklatan--Angkat dan sisihkan dulu--Selanjutnya panaskan minyak untuk menumis.--Masukkan bawang putih, bawang bombay. Masak hingga harum--Lalu masukkan saus tiram, saus tomat, saus sambal, air secukupnya. Aduk hingga rata--Masukkan gula, garam, lada, tes rasanya apakah sudah sesuai.--Masukkan wortel hingga matang.--Aduk terus supaya tidak gosong--Bila sudah matang angkat dan taruh di mangkok.--Sajikan ikan dengan dicocol saus asam manisnya atau disiram di atas ikannya--",7,/id/resep/4472654-gurame-crispy-asam-manis-ala-amih-fatih
ikan,Balado Tongkol & Tahu,1 buah ikan tongkol sedang (iris menjadi 10 Bagian)--5 buah tahu ukuran lecil--2 lembar daun jeruk--secukupnya Gula & garam--Bumbu halus :--5 buah bawang merah--2 buah bawang putih--10 Cabe Merah--5 cabe rawit--1 buah tomat--1 buah Gula merah ukuran sedang--,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang.--Potong dadu tahu (ukuran kecil), goreng hingga kering.--Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya.--Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap.--Sajikan dan siap dihidangkan. 😉--",1,/id/resep/4472474-balado-tongkol-tahu
ikan,Balado Ikan Sarden,5 ekor ikan sarden--Jeruk nipis--secukupnya Garam--Bumbu balado--15 buah Cabe keriting--5 siung bawang merah--1 buah tomat--secukupnya Garam + gula + penyedap rasa--,"Bersihkan ikan lalu lumuri dengan jeruk nipis dan garam dan biarkan 5 menit sampai garam meresap--Goreng ikan sampai garing.lalu tiriskan--Untuk membuat bumbu balado. Haluskan semua bumbu lalu tumis sampai masak dan keluar minyak.--Masukan garam gula dan penyedap rasa lalu koreksi rasa--Masukan ikan goreng tadi ke dalam bumbu balado, aduk sebentar lalu tiriskan.--Dan jadi ikan sarden balado--",1,/id/resep/4472671-balado-ikan-sarden
ikan,Ikan Nila (saos pedas asam manis),1 ekor ikan nila ukuran jumbo--1 ons Selada--3 batang buncis (di potong panjang)--1 buah kentang (di bagi 4)--1/2 wortel (di potong korek api)--Bahan saos :--1 bawang bombay ukuran kecil--3 siung bawang putih--7 sdm saos sambal--5 sdm saos tomat--3 sdm saos tiram--1 sdt garam--1 sdt lada / merica bubuk--Minyak goreng--4 gelas air--,"Panas kan minyak goreng--Masukkan ikan nila sampai terendam seluruhnya--Goreng sampai kecoklatan dan matang--Angkat dan tiriskan--Rebus kentang wortel dan buncis dengan 3 gelas air dan 1/2 sdt garam--Angkat dan tiriskan rebusannya--Cara membuat saos :--Geprek dan cincang bawang putih, iris bawang bombay--Tumis bawang putih dan bawang bombay dengan sedikit minyak sampai harum--Masukkan saos tomat, saos sambal, dan saos tiram--Masukkan segelas air--Masukkan 1/2 sdt garam dan lada/merica bubuk--Masak hingga mendidih--Tata ikan dalam piring sesuai selera, letakkan ikan nila yg sudah di goreng dan siram dengan saos pedas asam manis--Selesai--",1,/id/resep/4472502-ikan-nila-saos-pedas-asam-manis
ikan,Sarden kangkung 😘,"1 kaleng ikan sarden(botan)--1 gengam kangkunng (pucuknya saja, cuci bersih)--4 siung bawangputih(iris)--5 siung bwng mrah(iris)--sesuai selera Cabe rawit--1 btng daun bwang(iris)--1 btng sereh(gprek)--2 ruas jari jahe(geprek)--2 lbar daun jeruk--secukupnya Garam--secukupnya Royco--secukupnya Gula--secukupnya Kecap--secukupnya Air--Minyak untuk menumis bumbu--1 kaleng ikan sarden(botan)--1 gengam kangkunng (pucuknya saja, cuci bersih)--4 siung bawangputih(iris)--5 siung bwng mrah(iris)--sesuai selera Cabe rawit--1 btng daun bwang(iris)--1 btng sereh(gprek)--2 ruas jari jahe(geprek)--2 lbar daun jeruk--secukupnya Garam--secukupnya Royco--secukupnya Gula--secukupnya Kecap--secukupnya Air--Minyak untuk menumis bumbu--","Tumis semua bumbu sampai harum, masukan ikan sarden, tambahkan air, lalu royco,gula,garam,dan kecap, setelah men ddih, masukan kangkunh, masak sampai kangkung matang, tes rasa lalau angkat dan sajikan--Nikmat d makan dengan nasi hangat--Nikmat d makan dengan nasi hangat--",2,/id/resep/4472300-sarden-kangkung-%F0%9F%98%98
ikan,Bandeng presto,"3 kg bandeng,bersihkan--Bumbu halus :--3 ruas jari kunyit--5 buah bawang merah--7 buah bawang putih--1 ruas jahe--1/2 sdt ketumbar--Secukupnya garam--Bumbu cemplung--2 ruas lengkuas--2 lembar daun salam--1 batang serai--2 lembar daun jeruk--Secukupnya air--Secukupnya kocokan telur--","Susun bandeng dalam panci presto.tambahkan bumbu halus dan bumbu cemplung.tambah kan air secukupnya sampai smua ikan terendam.--Masak selama 1,5 jam.dinginkan.potong2 dan goreng dengan balutan telur--",4,/id/resep/4472365-bandeng-presto
ikan,1. Pesmol Ikan Kerapu,3 ekor ikan kerapu potong 2--Bumbu halus :--8 siung Bawang merah--4 siung Bawang putih--3 cm Jahe--3 cm Kunyit--6 butir Kemiri--Bumbu pelengkap :--6 lbr Daun jeruk--4 lbr Daun salam--1 btg Sereh--Lengkuas 3 cm (digeprek)--Cabe rawit 15 bh (sesuai selera)--1 bh Tomat kecil--1 bh Wortel kecil--2 btg Daun bawang--Jeruk nipis 1 butir (ambil airnya)--Air 100 ml (dapat ditambah jika ingin agak berkuah)--Garam--Gula--,"Bersihkan ikan kerapu, beri garam, goreng kering--Tumis bumbu halus, daun jeruk, daun salam, sereh dan lengkuas sampai harum.--Masukkan wortel dan cabe rawit masak sampai wortel dan cabe agak lunak.--Masukkan air, air jeruk nipis, garam dan gula. Masak sampai mendidih.--Masukkan ikan yang sudah di goreng.--Masak sampai air agak menyusut, masukkan tomat dan daun bawang. Masak sebentar.
Angkat dan sajikan 😉--",3,/id/resep/4472263-1-pesmol-ikan-kerapu
ikan,Mujair bumbu pepes,5 bh mujair uk sedang--5 btr bawang merah--2 siung bawang putih--1 cm jahe--2 btr kemiri--1 sdt kunyit halus--7 bh cabe rawit--1 lbr daun kunyit sobek sobek--1 bh tomat potong kecil kecil--,"Haluskan semua bumbu kecuali kunyit dan daun kunyit,--Tumis semua bumbu dengan 4 sdm minyak beri air sedikit aduk,biarkan bumbu sampai matang,--Bila bumbu sudah matang, masukkan ikan yg sudah dibersihkan,aduk sampai ikan terbalut bumbu, diamkan sesaat, beri tomat dan air 1 gls masak ikan sampai matang dan kuah mengering dengan membalik 1x, tutup,koreksi rasa, sajikan mujair bumbu pepes hangat ataupun dingin--Met mencoba yaa--",1,/id/resep/4472221-mujair-bumbu-pepes
ikan,Ikan dencis bumbu sarden pedas nyemek-nyemek,"9 ekor ikan dencis sebesar setengah telapak tangan yg digoreng--9 butir telur puyuh yg sudah di rebus--1 ons terong ungu (ganti tahu/kentang) di goreng layu--Bumbu halus :--1 ons cabe merah--15 butir cabe rawit--1 butir kemiri--2 ons tomat merah--7 siung bawang putih--10 siung bawang merah--1/2 sdt merica putih--Bumbu yg di iris-iris :--1 ons tomat merah--6 butir cabe rawit belah dua--5 buah cabe merah besar--2 ons bawang bombay--1 lembar daun jeruk koyak jadi dua--Minyak untuk menumis--200 ml Air--secukupnya Garam--Gula diabetasol setengah bungkus (opsi,, bisa pake gula biasa)--1/2 sdm saus cabe--Penyedap (opsi)--","Haluskan semua bumbu halus, sehalus-halusnya. Tumis hingga benar-benar tanak.--Masukkan ikan dan terong yg sudah di goreng. Telur belakangan yaaa!--Masukkan bumbu yg diiris, gula, garam, saus, penyedap.--Masukkan air serta daun jeruk.--Ketika hampir tanak masukkan telur.--Setelah tanak, angkat dan sajikan 😊☺️----",2,/id/resep/4471955-ikan-dencis-bumbu-sarden-pedas-nyemek-nyemek
ikan,Sambal ikan Lele,1/2 kg ikan lele (cuci bersih potong jd beberapa bagian)--10 buah cabe merah keriting--5 buah cabe rawit--2 buah tomat ukuran sedang--4 siung bw.merah--3 siung bw.putih--2 biji kemiri--1 cm jahe--1 cm Terasi bakar--1 bauh Jeruk sambal kecil--secukupnya Gula merah--Garam--Sedikit pucuk daun kemangi--,"Cuci bersih ikan lele (tips biar lele gak licin waktu mencuci tambahkan sedikit air panas dan air utk mencuci agar lendir berkurang) potong mjd beberapa bagian.--Balut ikan dengan bumbu racik ikan goreng beri sedikit perasan jeruk nipis. (Klo gaada bisa pake lada&garam)--Rebus cabai dan tomat hingga layu(agar mudah di haluskan). Sembari menunggu haluskan bw.merah,bw putih,kemiri,jahe,trasi bakar dan gula merah. Lalu haluskan bersama cabai dan tomat yg sudah di rebus. Beri irisan jeruk sambal.--Goreng lele sampai kering. Lalu tiriskan--Tumis sambal/bumbu yg sudah di haluskan sampai harum dan matang (lebih enak pakai minyak bekas menggoreng ikan lele) beri sedikit garam, Masukan kemangi dan lele yg sudah di goreng.--Tes rasa dan sajikan.--",5,/id/resep/4471791-sambal-ikan-lele
ikan,Ikan cucut sambal pedas pake pete,"3 ikan cucut ukuran sedang--5 butir pete--2 butir bawang merah--1 butir bawang putih--1 butir tomat--1 lembar daun salam--3 butir cabe keriting--3 butir cabet rawit (sesuai selera)--Garam, penyedap & gula putih secukup nya--","Rendam dahulu ikan cucut kurang lebih sampe 15 menit agar tidak terlalu asin bila d masak--Goreng ikan cucut smpe setengah mateng--Ulek cabe keriting,cabe rawit,bawang merah,bawang putih, dan tomat sampe halus--Tumis bumbu tersebut hingga harum--Lalu campurkan garam penyedap gula salam dan pete,bisa d tambah kan air secukup nya--Masukan ikan cucut sampe bumbu nya meresap--Lalu hidangkan--",5,/id/resep/4471645-ikan-cucut-sambal-pedas-pake-pete
ikan,Nila Goreng Sambal Matah,Fillet Nila--Jeruk Lemon--Bumbu Kuning Halus--Ketumbar--Merica--Garam--Daun Jeruk--Cabe Rawit Merah--Cabe Rawit Hijau--Bawang Merah--Minyak--Bahan Membuat Bumbu Kuning Halus:--3 Siuang Bawang Merah--2 Siung Bawang Putih--1 Kunyit--,"Siapkan nila fillet (bisa diganti dengan dori/gurame), lumuri dengan perasan jeruk lemon minimal 15 menit.--Lumuri dengan bumbu kuning halus, ketumbar bubuk, merica dan garam. Bila tidak ada bumbu kuning siap pakai, bisa membuat dari bawang merah 3, bawang putih 2, kunyit 1 lalu diblender. Diamkan selama 15-30 menit.--Goreng ikan hingga matang lalu sisihkan.--Iris daun jeruk, serai, cabe rawit merah, cabe rawit hijau, bawang merah. Lalu siram menggunakan minyak panas, aduk dgn sedikit ditekan. Lalu tuang ke atas ikan. Siap disajikan.--",7,/id/resep/4471725-nila-goreng-sambal-matah
ikan,Salmon (tetelan) Teriyaki,"250 gr tetelan salmon mentah--1/2 bagian jeruk lemon (peras airnya, sisihkan dgn buahnya)--2 ruas jahe (kupas, cuci bersih & digeprek)--500 gr jamur kuping (cuci bersih & iris tipis)--7 batang baby corn (cuci bersih & iris tipis)--1/4 bagian paprika hijau (cuci bersih & iris tipis)--6 cabe rawit (cuci bersih & iris kecil-kecil)--5 sdm kecap manis--1 sdm saus tiram Saori--3 sdm saus teriyaki Saori--1 siung bawang bombay kecil (cuci bersih & iris tipis)--4 butir bawang putih (cuci bersih, digeprek & iris tipis)--6 butir bawang merah (cuci bersih & iris tipis)--2 sdt garam--2 sdt lada putih--1/4 sdt lada hitam--750 ml air--1 ruas ibu jari lengkuas (kupas, cuci bersih & digeprek)--3 sdm minyak goreng--","Panaskan 500 ml air. Masukkan air perasan jeruk lemon, buah lemon pasca diperas & 1/2 ruas jahe. Biarkan sampai mendidih.--Masukkan tetelan salmon, rebus hingga matang & bau amis menghilang (sekitar 20-25 menit dengan api sedang). Tambahkan 1 sdt garam & 1 sdt lada putih.--Matikan kompor, tiriskan salmon yang sudah matang.--Panaskan minyak goreng dengan api sedang. Tumislah bumbu (bawang putih, bawang merah, bawang bombay) hingga berbau harum. Masukkan paprika hijau & cabe rawit, tumis hingga baunya menyatu.--Tambahkan kecap manis,saus teriyaki & saus tiram. Masukkan tetelan salmon matang, tumis bersama bumbu hingga berubah warna kecoklatan (tanda sudah menyatu dengan bumbu).--Masukkan irisan jamur kuping & baby corn, tumis hingga jamur layu & baby corn menyatu dengan bumbu. Tambahkan 250 ml air, tunggu sampai jamur & baby corn matang.--Kecilkan api ketika air sudah makin surut, masukkan 1,5 ruas jahe & 1 ruas lengkuas. Tambahkan 1 sdt garam, 1 sdt lada putih & 1/4 sdt lada hitam.--Matikan api & pindahkaan masakan dari teflon ke piring saji. Tetelan salmon teriyaki siap disajikan bersama nasi merah hangat.--",6,/id/resep/4471381-salmon-tetelan-teriyaki
ikan,Dadar telor ikan tongkol,1 ikan tongkol--2 butir telor--1 ikat daun bawang--1/2 sdt garam--,"Goreng ikan tongkol setengah matang lalu suwir²--Potong² bawang daun lalu campur semua kocok jadi satu dalam wadah--Goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget--Bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms 😊--",2,/id/resep/4471290-dadar-telor-ikan-tongkol
ikan,31. Lele Goreng Krenyes No Amis,1/2 kg lele sayat sisinya--1 buah jeruk nipis--Minyak goreng secukupnya untuk menggoreng lele--Bumbu halus--3 siung bawang putih--2 siung bawang merah--1 cm ruas kunyit--1 sdt ketumbar bubuk--secukupnya Garam--,"Bersihkan lele dan buang isinya, lalu Haluskan bumbu yg ada lalu tambahkan sedikit air--Masukkan lele kedalam bumbu lalu tambahkan perasan air jeruk nipis k seluruh bagian lele--Diamkan lele -+30 menit--Panaskan minyak di penggirengan lalu goreng lele hingga bener2 kering--Angkat lele lalu tiriskab--Siap dihidangkan--",5,/id/resep/4471282-31-lele-goreng-krenyes-no-amis
ikan,Pindang patin,1 kg ikan patin--7 buah cabe rawit merah--7 buah cabe merah keriting--5 siung baput--5 siung bamer--1 sendok makan lada--4 buah kemiri--5 buah cengkeh--2 buah trasi (sy pke abc)--3 lembar daun salam--4 lembar daun jeruk--3 batang serai--3 buah tomat--1 sendok teh asam jawa--2 ruas jahe (sebesar ibu jari dewasa)--2 ruas lengkuas--1 ikat kemangi--2 batang daun bawang--2 sendok kecap manis--1 buah gula merah--secukupnya Garam--secukupnya Penyedap rasa--1 sendok teh gula putih--,"Bersihkan ikan patin,potong"" sesuai selera.sisihkan--Haluskan baput,lada,kemiri,cengkeh,trasi.--Potong"" cabe rawit,cabe merah,tomat,daun bawang,jahe,bamer.serai dan lengkuas digeprek--Tumis bamer sampai harum.kemudian masukan bumbu yg sudah dihaluskan.tumis sampai harum,masukan serai,lengkuas,cabai,daun salam,daun jeruk,kecap,asam jawa,aduk rata--Masukan ikan patin,garam,penyedap rasa,gula merah n putih,aduk rata.--Tambahkan air sesuai selera.masak kira"" 15 menit--Setelah 15 menit dan dirasa sdh matang masukan daun bawang,tomat & kemangi.aduk rata--Koreksi rasa,angkat & sajikan--",2,/id/resep/4469387-pindang-patin
ikan,Pepes Aceh ikan tongkol,"1/2 kg anak ikan tongkol--2 btg serai, rajang halus--Segenggam cabe rawit utuh utk taburan--1 tangkai daun temurui (ambil daunnya)--Segenggam belimbing wuluh, potong serong--5 lbr daun jeruk, rajang--2 sendok mkn bawang goreng--Bumbu ygdihaluskan🍀--20 bh cabe Rawit (pedas sesuai selera)--Seruas kunyit--2 genggam asam sunti--7 siung bawang merah--4 siung bawang putih--1/2 sendok jinten--Penyedap (optional)--","Cuci bersih ikan,kucuri dgn jeruk nipis dan garam--Haluskan bumbu, lalu tumis bumbu hingga harum beri sedikit garam, gula dan penyedap--Campur bumbu yg sdh ditumis td ke dlm ikan, aduk rata--Tambahkan, rajangan sereh, belimbingwuluh, cabe rawit,daun temurui dan bawang goreng, aduk hingga bumbu merata--Bungkus dgn daun pisang ikan yg sdh dibumbui td, lalu kukus hingga matang.--Terakhir panggang pepes di teflon sebentar sambil dibolak balik, Angkat dan sajikan--",4,/id/resep/4460348-pepes-aceh-ikan-tongkol
