Id,Category,Title,Ingredients,Steps,URL,Type,Temp(cold)
12,ayam,Ayam Bakar Pedas Manis Resep Nila Sari,1 Ekor Ayam Broiler Ukuran Jumbo--Bumbu :--5 Siung Bawang Merah--10 Buah Cabe (Optional)--1 Ruas Jahe--1 Ruas Kunyit--Secukupnya Lada Bubuk--Secukupnya Ketumbar--2 Lembar Daun Jeruk--3 Lembar Daun Salam--1 Batang Serai--4 Siung Bawah Putih--Secukupnya Kecap--Secukupnya Gula Merah--Secukupnya Minyak Goreng--Secukupnya Royco--Secukupnya Garam--1 Bungkus Santan Kara--,"Iris tipis bawang merah dan daun jeruk.--Haluskan cabe, bawang putih, lada, ketumbar, jahe dan kunyit.--Tumis bawang merah hingga wangi.--Masukan bumbu yang telah dihaluskan ke dalam tumisan bawang tumis semua hingga harum.--Masukan serai, daun jeruk dan daun salam masak sedikit tuang santan kara dan tambahkan air.--Kemudian masukan ayam taburi royco, lada dan garam aduk aduk tutup dan tunggu ayam empuk dan air mulai susut tes rasa.--Bakar ayam bisa menggunakan arang, teflon, atau batu bakar (saya memakai grill lebih praktis).--Selamat Mencoba.--",12_ayam_bakar_pedas_manis_resep_nila_sari.jpg,,
13,ayam,Semur Ayam Kentang Ala Mama Kirana,"1/2 Ekor ayam--Kentang--Bumbu Halus :--Bawang putih - bisa di sesuaikan sesuaikan--Bawang merah--Merica--Kemiri--Sedikit biji Pala--Cabai Merah kriting, bila suka pedas--Sedikit jahe--Rempah:--Daun salam--Lengkuas--Sereh--Kapulaga--Kulit manis--Irisan bawang bombay--Irisan tomat--Garam--Kecap manis--Sedikit penyedap rasa--Jeruk nipis untuk ayam--",Cuci bersih ayam lalu baluri dengan perasan jeruk nipis--Cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng--Kentang saya goreng bisa di sesuaikan sesuai selera masing²--Tips goreng ayam agar hasil nya tdk keras : di goreng hanya sebentar--Tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah + irisan tomat + kecap manis--Setelah bumbu harum masukkan air tunggu gingga mendidih--Tambahkan garam + penyedap rasa apabila kurang manis bisa ditambahkan kecap lagi--Setelah semua sudah sesuai dgn rasa masukkan kentang goreng + ayam goreng--Tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. Dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². Selesai--,13_semur_ayam_kentang_ala_mama_kirana.jpg,,
14,ayam,Ayam Suwir,300 gram Ayam suwir (sudah direbus/Goreng)--5 siung bawang merah--3 siung bawang putih--1/2 buah tomat--1/2 sdt merica--1/2 sdt terasi--2 buah cabe rawit--2 buah cabe kriting--Secukupnya gula--Secukupnya garam--Secukupnya air--Secukupnya penyedap rasa (Royco)--2 lembar daun salam--1 jari Lengkuas geprek--,"Haluskan semua bumbu kecuali tomat, lengkuas, Dan daun salam--Siapkan wajan untuk menumis Bumbu, kemudian tuang sedikit minyak Goreng Dan tumis Bumbu yang sudah dihaluskan ditambah daun Salam Dan lengkuas--Setelah tercium bau Bumbu yang ditumis kemudian masukkan tomat yang sudah dipotong potong--Kemudian setelab tomat layu masukkan air secukupnya Dan rasakan kuahnya kalau belum pas bisa ditambahkan penyedap rasa (Royco)--Masukkan ayam yang sudah disuwir Dan aduk--Tunggu sampai meresap Dan air berkurang--Dan sajikan--",14_ayam_suwir.jpg,,
15,ayam,Ayam Goreng Tepung,150 gr fillet ayam--5 sdm tepung bumbu serbaguna--1 butir telur ayam (kocok lepas)--Garam sck--Minya goreng secukupnya untuk menggoreng--,"Cuci ayam, tiriskan beri perasan jeruk lemon (skip boleh) Potong ayam bentuk dadu.--Koco telur beri secukupnya garam. Masukkan ayam yg telah dipotong dadu.--Balurkan ke dalam tepung serbaguna.--Goreng pada minyak yg panas.--Siap disantap--",15_ayam_goreng_tepung.jpg,,
16,ayam,Tulang Ayam Pedas Manis,1/2 kg tulang ayam bersihkan lalu potong--5 bh cabe merah keriting--5 bh cabe rawit (tambah jika suka pedas)--4 butir bawang merah--2 butir bawang putih--1 ruas kunyit--2 lbr daun salam--1 lbr daun jeruk--1 btg sereh geprek--1 ruas jahe geprek--1 btr jeruk nipis--secukupnya kaldu bubuk--secukupnya gula pasir--secukupnya kecap manis--500 ml air untuk merebus tulang--minyak untuk menumis--,"Setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan--Siapkan bumbu yg akan di haluskan bwg merah, bwg putih, cabe, dan kunyit blender hingga halus--Siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut--Tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga sereh geprek, masukan tulang ayam, beri kaldu bubuk, gula pasir dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap--Setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan--Bisa untuk teman makan mie ayam lohh moms --",16_tulang_ayam_pedas_manis.jpg,,
17,ayam,Ayam Penyet Rumahan,"1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi--1 buah jeruk nipis--Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb--2 lmbr daun salam--2 lmbr daun jeruk--1 btng sere geprek--Garam secukupnya dan penyedap--secukupnya Minyak goreng--Sambel penyet:--20 buah cabe rawit merah--5 buah cabe merah--2 siung bawang p kating--5 buah bawang merah goreng sebentr--Penyedap dan sedikit gula--","Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup--Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat--Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata--Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan--Selamat mencoba--",17_ayam_penyet_rumahan.jpg,,
18,ayam,Sop Ayam,1 kg ayam potong kecil kecil--1/2 kg ceker ayam bersihkan--1/2 kg kentang iris--1/2 kg wortel iris--1 mangkok makaroni (rebus)--2 batang daun bawang (sesuai selera)--4 batang daun seledri (sesuai selera)--Bumbu dihaluskan :--8 siung bawang merah--5 siung bawang putih--Tambahan :--1 sendok teh lada halus--secukupnya Garam--Penyedap rasa (bila Sun's saya pake gula aja)--,"Tumis bawang merah dan bawang putih hingga harum--Masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata--Pindahkan ke panci besar tanbahkan air secukupkan--Didihkan sampai ayam dan ceker cukup matang--Masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut--Masukkan macaroni yg sudah direbus--Taburkan lada bubuk dan garam, tes rasa--Terakhir masukkan daun bawang dan daun seledri--Siap dihidangkan, taburkan bawang goreng biar tambah maknyuss--",18_sop_ayam.jpg,,
19,ayam,Ayam Suwir,400 grm dada ayam--3 lembar daun jeruk--4 siung bawang putih--6 siung bawang merah--1 cm jahe--1 cm kunyit--secukupnya Garam dan gula--Minyak untuk menumis--,"Rebus ayam sampai matang dan di suir suir.--Haluskan bawang putih, bawang merah, jahe, dan kunyit.--Panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya.--Masukkan ayam masak hingga matang.--",19_ayam_suwir.jpg,,
20,ayam,Nugget Ayam Home Made,"1/4 kg ayam d fillet ambil dagingnya aja--1 buah wortel--1 buah daun bawang prei--4 siung bawang putih--8 siung bawang merah--1 sdt merica--1/2 kg tepung tapioka--2 telur ayam--Garam, penyedap rasa--Tepung roti/ tepung panir--","Cuci bersih ayam. Setelah itu potong kecil2. Masukkan dlm blender. Tambahkan 1 telur ayam, bwg pth, bwg merah, merica. Air sdkt. Lalu blender.--Setelah itu parut wortel, ptong kecil2 daun bawang prei--Taruh adonan ayam dalam wadah--Masukkan wortel, daun prei, tepung tapioka 10 sdm. Kalau pengen lebih padet bisa tambahkan lagi. Sesuai selera--Aduk2 ya sampai tercampur rata. Tambah i garam, penyedap.--Siapkan wadah. Tuang adonan ke dalam wadah yg sebelumnya d olesi mentega--Kukus d panci pengukusan. Kukus 30 - 40 mnt.--Setelah matang, keluarkan dr panci. Biarkan dingin. Lalu keluarkan.--Siapkan 1 telur (dikocok), tepung panir. Potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir.--Setelah itu goreng.Nugget siap d hidangkan. Nugget juga bisa d simpan d dalam freezer ya moms . Jadi sewaktu2 bisa langsung goreng.--",20_nugget_ayam_home_made.jpg,,
21,ayam,Ayam Koloke,"250 gr ayam fillet, potong-potong--2 sdm tepung bumbu serbaguna (larutkan dgn 75 ml air)--Pelapis:--4 sdm tepung terigu--1 sdm maizena--Bahan Saus--1 sdm butter / margarin--2 siung bawang putih, cincang halus--1 siung bawang bombai uk. Kecil (iris halus)--1/2 bh wortel (potong korek api)--1/2 bh timun (buang biji dan iris korek api)--1 btg daun bawang (potong2)--2 bh cabe merah (iris serong)--3 bh cabe rawit (iris serong)--3 sdm saus tomat--1 sdm saus tiram--1 sdt minyak wijen--1 sdt air lemon / jeruk nipis / cuka masak--250 ml air--Garam, lada, gula--1 sdt maizena (larutlan dgn 1 sdm air)--","Marinade ayam dgn tepung bumbu serbaguna yg sudah dilarutkan, aduk & disisihkan.--Siapkan bahan pelapis. Ambil potongan ayam & balur ke dalam bahan pelapis. Goreng dalam minyak panas sampai matang. Lakukan sampai habis.--Bahan saus: lelehkan butter, tumis duo bawang sampai harum. Masukkan wortel dan timun, tambahkan air, lalu masak sampai air mendidih. Masukkan duo cabe, saus tomat, saus tiram, minyak wijen, garam, gula, lada, air lemon, aduk rata. Masukkan larutan maizena, aduk sampai mengental. Terakhir masukkan daun bawang, matikan api supaya sayuran tidak over cook.--",21_ayam_koloke.jpg,,
22,ayam,Mie Tulang Ayam,1/4 kg tulang ayam--1 bungkus kecil mie burung dara--5 siung bawang putih--3 siung bawang merah--7 cabe rawit--1 tangkai daun bawang--2 tangkai seledri--1 1/2 sdm merica bubuk--2 sdm saos cabe--3 sdm kecap manis--secukupnya Gula dan garam--Minyak untuk menumis--,"Cuci bersih lalu rebus tulang ayam kurleb 10 menit. Lalu tiriskan--Rebus mie sampai setengah matang. Lalu tiriskan--Haluskan bawang merah, bawang putih dan cabe rawit--Tumis sampai harum bumbu halus dengan irisan seledri dan daun bawang. Lalu tambahkan merica bubuk, gula dan garam.--Masukkan tulang ayam, tunggu sampai bumbu meresap.--Masukkan mie, saos dan kecap. Lalu tumis sampai bumbu tercampur. Tambahkan gula dan garam jika diperlukan.--Mie tulang ayam siap dihidangkan.--",22_mie_tulang_ayam.jpg,,
23,ayam,Ayam Suir Bali Bemesere Bali,1/2 kg dada ayam (rebus dahulu)--50 ml minyak goreng--Bumbu :--1/4 kg cabai merah--1/2 buah tomat--5 buah Cabe rawit--secukupnya Garam--secukupnya Gula jawa--1 sdt terasi bakar--1/2 perasan jeruk limo--3 buah daun jeruk purut--,"Rebus ayam terlebih dahulu. Lalu, di suwir-suwir. (saya rebus karna kalau goreng, ayamny akan terasa keras dan kering)--Ulek halus bumbu, lalu icip2 rasa agar pas--Siapkan wajan, masukkan minyak goreng. Tunggu sampai panas, tuangkan bumbu--Stelah stengah matang, lalu masukan ayam yang sudah disuir.--Tunggu sampai agak meresap bumbuny. Masukkan perasan limo dan daun jeruk--Makanan siap dihidangkan. Simple dan enak--",23_ayam_suir_bali_bemesere_bali.jpg,,
25,ayam,Ayam Kacang Panjang Saos Hoisin,"Bahan Daging--1 lembar paha atas/dada ayam--1 sdm kecap asin, arak beras, tapioka--Bahan saos--1 ikat Kacang panjang--2 siung baput cincang halus--3 cm jahe cincang halus--1 sdm saos hoisin--1 sdt kecap asin--0.5 sdt micin--100 ml air--Larutan tapioka--","Marinade daging dengan bahannya 30mnt.--Sebelum di tumis beri 1sdm minyak di daging ayam, aduk rata, lalu tumis agar tidak lengket di wajan. Matang, lalu angkat.--Tumis jahe 10detik, masukkan baput lalu tumis sampai wangi.--Masukkan kacang panjang, tumis sebentar lalu masukkan air, saos hoisin, kecap asin, micin. Tutup wajan, kecil kan api.--Tunggu 1-2menit, buka tinder tutup wajan, aduk sebentar lalu tutup lg 1-2menit.--Masukkan daging, aduk rata.--Masukan larutan tapioka agar saos mengental. Aduk rata lalu sajikan--",25_ayam_kacang_panjang_saos_hoisin.jpg,,
26,ayam,Tongseng Ayam,"500 g daging ayam (potong2)--1250 CC santan dr 1 butir kelapa (pisahkan bagian yg kental)--3 lembar daun jeruk--3 lembar daun salam--1 ruas lengkuas (geprek)--1 batang serai (geprek)--20 buah cabe rawit hijau--1 batang daun bawang (potong serong)--1 buah tomat (potong2)--3 sdm kecap manis--1 buah kentang ukuran sedang (potong2)--Secukupnya kol (iris2 tebal)--Secukupnya garam,kaldu bubuk, gula pasir (sesuai selera masing2)--Bawang goreng untuk taburan--Secukupnya minyak untuk menumis--Bumbu halus ;--8 siung bawang merah--4 siung bawang putih--1 ruas jahe--1/2 ruas kunyit--1 sdt ketumbar--1/2 sdt merica--3 butir kemiri sangrai--3 buah cabai merah besar--","Siapkan semua bahannya.. panaskan minyak, masukkan bumbu halus.. masak hingga keluar aroma wangi,masukkan daun salam, daun jeruk, serai dan lengkuas.. kemudian masukkan potongan daging ayamnya.--Tuangkan santan encer, tunggu hingga daging ayam setengah matang.--Masukkan kentang, garam, gula, kaldu bubuk, dan kecap.--Masak hingga matang... Masukkan potongan kol dan juga cabai hijau.. lalu d susul dgn memasukkan santan kental, aduk2.. jgn sampai pecah santannya, tes rasa..--Setelah mendidih matikan api, masukkan potongan daun bawang dan tomat, lalu beri taburan bawang goreng.--",26_tongseng_ayam.jpg,,
27,ayam,Ayam Penyet Sambel Kemangi,400 gr dada ayam--1 ikat daun kemangi--1 buah timun uk sedang--1 bungkus bumbu racik tempe--bahan sambel--10 buah cabe merah--10 buah cabe rawit--3 siung bamer--2 siung baput--gula--garam--1/2 buah tomat merah--secukupnya terasi--secukupnya minyak utk menggoreng--air utk mengungkep ayam--,"Potong ayam sesuai selera,cuxi bersih lalu ungkep dengan sesikit air dan campur dengan bumbu racik tempe,matang angkat--Panas kan minyak lalu goreng ayam hingga matang kecoklatan--Goreng sebentar semua bahan sambel nya,,uleg jadi satu tambahkan garam gula...tes rasa...kalo sudah oke..masukkan beberapa lmbar daun kemangi..giling agak kasar aja--Geprek ayam di atas ulek an,,susun di piring lalu letakkan sambel di atas ayam..susun irisan timun,dan juga kemangi. siap di santap dwngan nasi panas--",27_ayam_penyet_sambel_kemangi.jpg,,
